full_name,age,positions,primary_position,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Fabian Torres,29,CB,CB,60,58,38,65,21,72,71,"[0.4917401969432831, 0.3540816009044647, 0.17085981369018555, -0.04816868528723717, 0.22032451629638672, 0.06294844299554825, -0.1413949728012085, 0.09251801669597626, 0.08823849260807037, 0.9639056921005249, -0.06373433023691177, -0.26556628942489624, 0.1613699197769165, -0.7144778370857239, 0.499186247587204, -0.15478990972042084, -0.819108784198761, -0.8141205906867981, -0.6259984970092773, 0.4103640913963318, 0.4261990785598755, -0.006741528864949942, -0.3354485034942627, -0.4264202415943146, 0.3030160665512085, -0.5898683071136475, -0.6617772579193115, 0.05385947227478027, 0.21429450809955597, 0.025999311357736588, -0.13132689893245697, 0.4004390835762024, 0.34855619072914124, -0.2710372805595398, 0.47230175137519836, 0.588935375213623, 0.14876464009284973, -0.10889266431331635, 0.0505291149020195, 0.3975670337677002, 0.011867488734424114, -0.0074589368887245655, 0.004490986466407776, 0.31712669134140015, 0.7374476790428162, -0.06737662851810455, -0.10349614918231964, -0.25660544633865356, -0.2264290452003479, 0.3904540240764618, 0.05450219660997391, 0.6625506281852722, 0.6898512840270996, -0.1296776682138443, 0.12069373577833176, -0.21329110860824585, 0.2174137830734253, -1.444501519203186, -0.8461735844612122, 0.32826802134513855, -0.45712369680404663, 0.439716100692749, -0.11067268997430801, -0.4003497064113617]"
Rafael Dumas Ribeiro,23,CB,CB,59,54,39,39,30,60,78,"[0.2053399235010147, 0.41926369071006775, 0.27327948808670044, 0.049544088542461395, 0.6601132154464722, 0.6445327401161194, -0.5218306183815002, -0.2498912811279297, -0.36348897218704224, 0.36785268783569336, -0.2558285593986511, 0.2738008201122284, -0.22280976176261902, -0.2560022473335266, -0.0009122302872128785, 0.2948588728904724, -0.450006365776062, -0.4223538637161255, -0.8650758266448975, 0.0097946273162961, 0.24584677815437317, 0.3498465120792389, -0.8085829615592957, -0.14307008683681488, -0.17473016679286957, -0.09899338334798813, 0.12944883108139038, -0.03412264958024025, -0.5585418343544006, -0.23292794823646545, -0.30774304270744324, 0.24988119304180145, -0.03748591989278793, -0.7211087942123413, 0.0995430052280426, -0.12276313453912735, -0.16115625202655792, 0.3176822364330292, -0.3455404043197632, 0.8187485933303833, 0.7328611016273499, 0.3045201003551483, 0.5325785875320435, 0.280857652425766, 1.4893401861190796, -0.4202539622783661, -0.14351637661457062, -0.10413868725299835, -0.009279362857341766, -0.14464381337165833, 0.22328266501426697, -0.06726761907339096, 0.13371029496192932, -0.5256087183952332, -0.3043161630630493, -0.8046213984489441, 0.4566391408443451, -0.35454419255256653, -0.411035418510437, -0.17435035109519958, -0.9656307697296143, 0.4550260305404663, -0.3307233154773712, -0.9255196452140808]"
Mert Özyıldırım,24,"CB,CDM,CM",CB,66,66,53,61,20,56,71,"[0.8625695109367371, -0.146296888589859, 0.22045190632343292, -0.12325393408536911, 0.7161785960197449, -0.05844665318727493, 0.16050803661346436, 0.07603103667497635, -0.08094733953475952, 0.3235354423522949, 0.029629552736878395, 0.1563650220632553, 0.12513288855552673, -0.5529512166976929, -0.7287067174911499, -0.11094298213720322, 0.4505462348461151, -0.47300681471824646, -0.3819020092487335, 0.5090393424034119, 0.9341225028038025, 0.08786832541227341, -0.41763627529144287, 0.037807416170835495, -0.3001696765422821, 0.09260377287864685, -0.16155365109443665, -0.26150643825531006, -0.1447259485721588, -0.8444583415985107, 0.41209375858306885, -0.4196123778820038, 0.3568480908870697, -0.21914193034172058, -0.7129990458488464, -0.14694198966026306, 0.09987252205610275, -0.16763727366924286, -0.0501200370490551, 0.5102242827415466, 0.6167897582054138, 0.5322552919387817, -0.39589422941207886, 0.5233733654022217, 0.7890356779098511, -0.005717926193028688, -0.6213357448577881, -0.15117599070072174, -0.13587301969528198, 0.38084766268730164, -0.27744168043136597, 0.07885055243968964, 0.23622006177902222, 0.06990820169448853, 0.0849020779132843, -0.4914220869541168, 0.25963643193244934, -1.0121701955795288, -0.609128475189209, 0.036592040210962296, -0.7368870973587036, 0.2176799476146698, 0.07151949405670166, -0.7758611440658569]"
Christoph Freitag,29,"CDM,CM",CDM,46,53,53,65,32,55,77,"[0.411383718252182, -0.31751197576522827, 0.29673880338668823, -0.27837303280830383, 0.6337946057319641, 0.21992526948451996, 0.2403918206691742, -0.14229904115200043, -0.051076535135507584, 0.7038387060165405, -0.1416940540075302, -0.03192105144262314, 0.3332131803035736, -0.293384313583374, 0.2761530578136444, -0.29660117626190186, -1.0142126083374023, -0.3101235628128052, -0.7726588249206543, -0.17947694659233093, 0.04071171581745148, 0.6822381019592285, -0.5656988620758057, -0.5554934144020081, 0.04665325954556465, 0.2543664872646332, 0.14705835282802582, -0.25906312465667725, 0.13401474058628082, 0.13108375668525696, -0.1933279037475586, -0.7455711364746094, 0.35569772124290466, 0.22198864817619324, -0.16055674850940704, 0.13562661409378052, -0.06020910292863846, -0.43271636962890625, -0.46132081747055054, 0.5444923043251038, 0.011278041638433933, 0.8144553303718567, 0.3212953805923462, 0.5795131921768188, 0.6837112307548523, 0.6637294292449951, -0.5580625534057617, -0.4127972722053528, -0.3747417628765106, -0.013200977817177773, 0.353101909160614, 0.6083767414093018, 0.40336981415748596, -0.6254417300224304, 0.10975293070077896, -0.01656712219119072, 0.5664857029914856, -0.5820995569229126, -0.9248919486999512, 0.6836048364639282, -0.8103262186050415, -0.11785509437322617, 0.287610799074173, 0.024819163605570793]"
米本 拓司,28,CM,CM,67,67,61,63,54,77,69,"[-0.10745208710432053, 0.08917256444692612, 0.16013869643211365, -0.04084182530641556, 0.1692526489496231, -0.32010963559150696, -0.3065757751464844, -0.253652960062027, 0.15638351440429688, -0.20897023379802704, 0.469124972820282, -0.3380044400691986, 0.3452642858028412, 0.11756806075572968, 0.3189795911312103, 0.04969225823879242, -0.45049938559532166, 0.266476571559906, 0.12287506461143494, 0.47273415327072144, 0.9765217900276184, 0.027950625866651535, -0.3129970133304596, -1.1192165613174438, -0.37459444999694824, -0.458736777305603, -0.5031416416168213, 0.1525600552558899, -0.2404325008392334, 0.2888040542602539, -0.39670321345329285, -0.09984779357910156, 0.7921417355537415, -0.07358112931251526, -0.6581534147262573, 0.3560474216938019, -0.7123745083808899, -0.1860264539718628, -0.6041953563690186, 0.23842881619930267, -0.15611553192138672, -0.6057868599891663, 0.10860838741064072, 0.4624713063240051, 0.2817937433719635, 0.22388625144958496, 0.14512299001216888, 0.015337158925831318, -0.25048571825027466, -0.34168460965156555, 0.7267225384712219, 0.12962034344673157, -0.47318047285079956, -0.07803218811750412, -0.7702282667160034, -0.017771264538168907, -0.61553955078125, -0.3989763557910919, 0.48733654618263245, 0.691620409488678, -0.3146896958351135, 0.2942781448364258, 0.22927671670913696, -0.35573410987854004]"
Frederik Tingager,26,CB,CB,50,53,46,52,19,62,90,"[0.41179633140563965, 0.10658907890319824, 0.6271905303001404, -0.0841478779911995, 0.2307383269071579, 0.08240042626857758, -0.1920635849237442, -0.40193817019462585, 0.051934003829956055, 0.7741899490356445, -0.5576483011245728, -0.23252592980861664, -0.20120355486869812, -0.3912850618362427, -0.3239274024963379, 0.23602375388145447, -0.31861093640327454, -0.5036778450012207, -0.7972622513771057, 0.09791489690542221, 0.14391715824604034, 0.7135235071182251, -0.6985419988632202, -0.21339832246303558, 0.08346763998270035, 0.18971756100654602, 0.2063869684934616, 0.012266172096133232, -0.2903493046760559, 0.2469474822282791, 0.05878175050020218, 0.266154021024704, 0.5165891051292419, -0.15388885140419006, 0.1434515416622162, 0.36893442273139954, 0.046482037752866745, -0.5021485686302185, -0.5487956404685974, 0.17970407009124756, 0.6455209255218506, 0.24029479920864105, 0.12544497847557068, -0.1801450103521347, 0.9606470465660095, 0.1877249777317047, -0.025984739884734154, 0.2323654443025589, -0.669589102268219, 0.40049228072166443, 0.21543027460575104, 0.6993914246559143, 0.09064743667840958, -0.3497268557548523, -0.13738080859184265, -0.5160878896713257, 0.3324092626571655, -0.6585856080055237, -0.38467860221862793, 0.49282073974609375, -1.2275303602218628, 0.18261396884918213, -0.22922325134277344, -0.4465697407722473]"
Marian Sarr,24,CB,CB,66,63,58,63,45,55,68,"[0.6175955533981323, -0.7554892897605896, 0.2835635244846344, -0.2204228937625885, 0.4566332697868347, 0.11595682054758072, 0.21156896650791168, 0.016411064192652702, -0.03803054988384247, -0.5788054466247559, 0.6843671798706055, 0.048051584511995316, 0.43894144892692566, -0.27223673462867737, -0.6644427180290222, 0.40530428290367126, 0.7142933011054993, -0.25193527340888977, -0.5960522294044495, 0.6005458831787109, 0.8295818567276001, 0.357146292924881, -0.9246217012405396, -0.07811141014099121, -0.24554482102394104, 0.30920863151550293, -0.6904972195625305, -0.14003437757492065, -0.030637990683317184, -0.20387212932109833, 0.5174196362495422, -0.027476729825139046, -0.5040724277496338, 0.014365263283252716, -0.7325640916824341, -0.09769492596387863, 0.33255434036254883, -0.41059866547584534, -0.09370468556880951, -0.13470269739627838, 0.6217734217643738, 0.41367706656455994, -0.3067009449005127, 0.5573824644088745, 0.26529833674430847, 0.03211293742060661, -0.5836557149887085, 0.030885593965649605, -0.12336544692516327, 0.1458476334810257, -0.19679591059684753, 0.2820974290370941, 0.1801886260509491, 0.12244164943695068, -0.18898636102676392, -0.34807467460632324, 0.4128156304359436, -0.39415475726127625, -0.8677431344985962, -0.3706991970539093, -0.4351012408733368, 0.3516961932182312, -0.03681277483701706, -0.8463925123214722]"
Leonardo Julián Balerdi Rossa,20,CB,CB,65,63,45,60,26,62,77,"[0.31266775727272034, -0.5007171630859375, 0.48987534642219543, -0.19716978073120117, 0.5593402981758118, 0.09194916486740112, -0.20674501359462738, 0.10930914431810379, -0.0980134904384613, -0.3575337827205658, 0.09881503134965897, 0.09200439602136612, 0.07154937833547592, -0.9028506278991699, -0.3545653820037842, 0.2757546901702881, 0.14513376355171204, -0.05211206153035164, -0.7928064465522766, 0.6821035146713257, 0.7665194272994995, 0.24224385619163513, -0.5399805307388306, -0.03747735545039177, -0.27345940470695496, 0.2555057406425476, -0.29347383975982666, -0.11058089137077332, -0.08230191469192505, -0.5254761576652527, 0.5978579521179199, 0.14377924799919128, 0.09752622991800308, -0.29748082160949707, -0.4769434928894043, 0.11806515604257584, -0.4014938771724701, 0.38118571043014526, -0.06855156272649765, 0.47940102219581604, 0.4937334656715393, 0.29731544852256775, -0.3876477777957916, 0.5456011891365051, 0.6582217216491699, -0.20666751265525818, -0.0908072292804718, 0.18420489132404327, -0.6013932228088379, -0.1894567310810089, 0.16256999969482422, 0.017377391457557678, 0.4971494674682617, -0.43991944193840027, -0.021585488691926003, -0.6967707276344299, 0.6623206734657288, -0.33955061435699463, -0.8202230930328369, 0.04152077063918114, -1.0161772966384888, 0.2617402970790863, -0.27544471621513367, -0.8197876811027527]"
Gabriel Gustavo Alanís,24,"LM,CAM,CM",LM,68,73,58,61,45,74,64,"[0.4306608736515045, -0.29723459482192993, 0.1036020964384079, -0.15603035688400269, 0.10898551344871521, 0.4711311161518097, 0.29246824979782104, -0.031717244535684586, 0.2532671093940735, -0.31520339846611023, 1.129386305809021, 0.5154913067817688, 0.04055258631706238, -0.45364826917648315, 0.11911787837743759, 0.623649537563324, -1.0090440511703491, 0.339088499546051, 0.3623254895210266, 0.5078647136688232, 0.3132437467575073, 0.19721634685993195, -0.5404118299484253, -0.020755872130393982, -0.7879315614700317, 0.23770737648010254, 0.010338439606130123, 0.3835914731025696, 0.20735715329647064, -0.6194321513175964, -0.18660295009613037, -0.14748117327690125, 0.009954450652003288, 0.07404171675443649, 0.005626320838928223, -0.14019961655139923, -0.03570267930626869, 0.06497135013341904, 0.6240666508674622, -0.009786335751414299, 0.7445780634880066, 0.1287706196308136, 0.07764492183923721, 0.4354702830314636, 0.23470959067344666, -0.10965678840875626, 0.23181088268756866, 0.5642209649085999, 0.13263262808322906, 0.009882219135761261, 0.13686946034431458, -0.21540071070194244, -0.16670779883861542, 0.9617020487785339, 0.3035355806350708, -0.32641148567199707, -0.7258207201957703, -0.8413159251213074, -0.6618497371673584, 0.6542248129844666, -0.9841546416282654, 0.1897900402545929, -0.42197415232658386, -0.07549591362476349]"
Oliver Skipp,18,"CDM,CM",CDM,64,65,58,70,38,74,61,"[0.0799829512834549, -0.10728925466537476, 0.6353445649147034, 0.2108892798423767, 0.19300445914268494, -0.17070947587490082, 0.38039159774780273, -0.2168569266796112, -0.21118848025798798, -0.40081748366355896, 0.708763599395752, -0.10823715478181839, 1.0154049396514893, -0.12592074275016785, 0.3525333106517792, 0.253176748752594, -0.34549492597579956, 0.27492955327033997, -0.44724467396736145, 0.39644721150398254, 0.22875644266605377, 0.083487868309021, -0.6720803380012512, -0.07977626472711563, -0.5934602618217468, 1.0086537599563599, -0.640535295009613, 0.5541318655014038, 0.5496218800544739, -0.03536178544163704, 0.42643243074417114, 0.019904766231775284, 0.024305328726768494, -0.0063620274886488914, -0.3994716703891754, -0.5927205085754395, -0.01594584994018078, 0.40423494577407837, 0.08709791302680969, 0.610530436038971, 0.6843556761741638, 0.1179206520318985, -0.014970924705266953, 0.5047512054443359, 0.38748377561569214, -0.05415819212794304, -0.1812993884086609, -0.036987025290727615, -0.7341251969337463, 0.18817423284053802, -0.42084500193595886, -0.10331300646066666, 0.0218537375330925, 0.32869577407836914, 0.2751701772212982, -0.29401078820228577, -0.24471232295036316, -0.4791891276836395, -0.8067991733551025, 0.31831425428390503, -0.6075174808502197, -0.07907944172620773, 0.06947239488363266, -0.9411696195602417]"
Sam Hughes,21,CB,CB,52,56,42,40,29,50,74,"[0.2661256790161133, 0.09185589104890823, 0.5492113828659058, 0.21681681275367737, 1.0642913579940796, 0.3764258623123169, -0.4155115485191345, -0.3582172393798828, -0.3323972523212433, 0.3973398804664612, 0.07578632980585098, 0.26499998569488525, -0.2167453020811081, -0.047545045614242554, -0.07010186463594437, 0.44229045510292053, -0.02589891105890274, -0.33009183406829834, -1.0544114112854004, -0.4091741144657135, 0.26213258504867554, 0.0455680713057518, -0.3985690176486969, -0.28113728761672974, -0.26857632398605347, 0.014581706374883652, -0.04782808572053909, -0.11299140006303787, -0.6693852543830872, -0.4712657332420349, -0.3089452385902405, 0.2528867721557617, 0.39310169219970703, -0.17491693794727325, -0.3891388177871704, -0.4352463483810425, -0.2961001694202423, 0.23087942600250244, -0.2453201860189438, 0.8386965394020081, 0.64897620677948, 0.3960530757904053, 0.42119166254997253, 0.4812373220920563, 0.9613867998123169, -0.3345973491668701, -0.6035503149032593, 0.2143595814704895, -0.20896048843860626, -0.4825569689273834, 0.4207748472690582, 0.043349359184503555, -0.09440571814775467, -0.5666096210479736, -0.28189894556999207, -0.9415123462677002, 0.4834505319595337, -0.18864136934280396, -0.6454005241394043, -0.47588327527046204, -0.9051076173782349, -0.11491870880126953, -0.360956072807312, -1.1372853517532349]"
한희훈 韩献熙,28,CB,CB,70,61,33,49,18,71,76,"[0.6495230793952942, 0.1991599053144455, 0.044528696686029434, 0.24624168872833252, 0.13268281519412994, 0.12080863118171692, -0.584545910358429, 0.17725491523742676, -0.1372625231742859, 0.347903847694397, 0.23433469235897064, 0.22114385664463043, -0.19482439756393433, -0.6172783970832825, 0.08545932173728943, -0.08512932062149048, -0.7531835436820984, -0.597057580947876, -0.4083884358406067, 0.37059926986694336, 0.31834423542022705, 0.23947489261627197, -0.5640539526939392, 0.07430838793516159, 0.40182164311408997, -0.16343607008457184, -0.1978577971458435, -0.10948573797941208, -0.36142975091934204, -0.12930265069007874, -0.2839747369289398, 0.3066266179084778, 0.19012422859668732, -0.6063238978385925, -0.2466209977865219, 0.5236407518386841, -0.26710402965545654, 0.07504134625196457, -0.05639715492725372, 0.5431605577468872, 0.33291709423065186, -0.24175606667995453, 0.15519379079341888, 0.08286850154399872, 1.1938320398330688, -0.27207082509994507, -0.6740251183509827, 0.2230404168367386, -0.20731361210346222, 0.3589075803756714, 0.3421648442745209, 0.415822833776474, 0.3146032691001892, -0.21722328662872314, -0.18335789442062378, -0.7274138331413269, 0.22868506610393524, -1.5411531925201416, -0.4871109426021576, 0.6770322322845459, -0.3158475458621979, 0.6427948474884033, -0.3341909646987915, 0.015396888367831707]"
Andrew Tarbell,25,GK,GK,19,18,15,22,15,26,57,"[0.6956888437271118, 0.14288440346717834, 0.3345996141433716, -0.18873320519924164, 0.8817275166511536, 0.49679800868034363, 0.35824620723724365, -0.4249427616596222, 0.30613285303115845, 0.022932877764105797, 0.03531209006905556, 0.25990164279937744, -0.22045528888702393, 0.17830978333950043, 0.1702609360218048, 0.013400289230048656, -0.5935046076774597, 0.23531126976013184, -1.3199986219406128, -0.657374918460846, 0.6677336692810059, 0.1877521127462387, -0.38846495747566223, -0.5329413414001465, -0.6912466287612915, -0.16616098582744598, -0.5198996067047119, -0.07164360582828522, -0.34601300954818726, -0.18276859819889069, -1.1855062246322632, 0.49307435750961304, -0.2862936854362488, 0.565187394618988, -0.29512840509414673, -0.31681472063064575, -0.05735265463590622, 0.0352313257753849, -0.700967013835907, 0.6052268147468567, 1.1017409563064575, -0.03780163452029228, 0.6018684506416321, 0.04400567337870598, 0.5826188921928406, -0.09230011701583862, -0.7488874793052673, 0.25247642397880554, 0.14271292090415955, -0.3109484016895294, 0.004583796951919794, -0.18834415078163147, -0.22625887393951416, -0.306877464056015, -0.33328062295913696, -0.9424135088920593, 0.38767218589782715, -0.31389835476875305, -0.46407896280288696, 0.09393341094255447, -0.6802438497543335, -0.37341171503067017, -0.3702465891838074, -0.7135041356086731]"
Dêniro Rubens Prestes Cadete,31,ST,ST,49,54,59,47,63,62,84,"[0.414667010307312, -0.36416804790496826, 0.4920635223388672, -0.2863777279853821, -0.13611197471618652, 0.06542965769767761, -0.14493034780025482, -0.07006094604730606, 0.25629791617393494, 0.025600967928767204, 0.09729764610528946, 0.3225235342979431, 0.4756939709186554, 0.1347518414258957, -0.08851496875286102, -0.1473492980003357, -0.5938670039176941, -0.23630641400814056, -0.6985132694244385, -0.2313777208328247, -0.25194960832595825, -0.11712131649255753, -0.937089741230011, -0.30174821615219116, 0.7145320177078247, 0.1427966207265854, 0.06793607026338577, -0.01851680874824524, -0.6680130362510681, 0.27107304334640503, -0.2470458745956421, 0.25399529933929443, 0.30781781673431396, 0.7782412767410278, 0.14146831631660461, 0.10157298296689987, -0.1759197860956192, -0.5243931412696838, -0.6760474443435669, 0.1546797901391983, 0.16351041197776794, 0.44419094920158386, 0.19058051705360413, 0.6545817852020264, 1.6948829889297485, 0.29654473066329956, -0.5086308121681213, 0.1736527681350708, 0.14026851952075958, 0.05807408317923546, 0.23728793859481812, 0.5373409986495972, 0.11851703375577927, -0.3518354594707489, -0.7018119096755981, -0.06728670001029968, -0.21733146905899048, 0.17432962357997894, -0.029552403837442398, 0.054526038467884064, -0.4964550733566284, 0.8274760842323303, 0.03596847131848335, -0.5768047571182251]"
Turki Al Ammar,19,"CM,CDM,CAM",CM,65,73,65,69,52,79,57,"[-0.13496308028697968, -0.6828110814094543, 0.6601004600524902, 0.18257668614387512, 0.41948291659355164, -0.3848169147968292, 0.6893907189369202, -0.12838727235794067, -0.1854068636894226, -0.49355995655059814, 0.6784393191337585, -0.06657828390598297, 0.7164183855056763, -0.02466878853738308, 0.3960081934928894, 0.47320735454559326, -0.6447991728782654, 0.09752753376960754, 0.134767547249794, 0.07160237431526184, 0.12829181551933289, 0.060852035880088806, -0.889337420463562, -0.02560695819556713, -0.9903231263160706, 0.4827888309955597, -0.6004106998443604, 0.46944335103034973, 0.2500804364681244, 0.20356491208076477, -0.12524820864200592, -0.008628522045910358, -0.18401549756526947, -0.0018086767522618175, -0.14187154173851013, -0.978058397769928, -0.2887287735939026, -0.0287381112575531, 0.4166947901248932, 0.17467622458934784, 0.5050174593925476, -0.3470141291618347, -0.03019879199564457, 0.15719734132289886, 0.22863928973674774, 0.23227012157440186, -0.08731503784656525, -0.3184092938899994, -0.533942699432373, 0.2116549164056778, -0.321988582611084, -0.2652614712715149, 0.3113654851913452, 0.2772011160850525, 0.10303567349910736, -0.2326883226633072, -0.4435255527496338, -0.46715015172958374, -0.4158150255680084, 0.3659585118293762, -0.7923213243484497, -0.09012553095817566, -0.23964616656303406, -0.7520009279251099]"
铃木 武藏,25,ST,ST,78,77,67,46,64,53,75,"[0.6414983868598938, -0.9311995506286621, -0.06507401913404465, -0.9346983432769775, 0.27461162209510803, -0.9601097702980042, -0.10692570358514786, -0.07363380491733551, 0.37565523386001587, -0.5852941870689392, 0.6784067749977112, 0.16541621088981628, 0.16184425354003906, 0.10772845149040222, -0.6339106559753418, 0.767236590385437, -0.10308307409286499, -0.36364948749542236, 0.1846061646938324, 0.6252092719078064, 0.34916025400161743, -0.5699775218963623, -0.9949652552604675, -0.7350507974624634, 0.3843129277229309, 0.4393295347690582, -0.48351967334747314, 0.5353981852531433, -0.3340767025947571, 0.3928120732307434, -0.45516517758369446, 0.4325748383998871, -0.46501389145851135, 0.08540569990873337, 0.15318359434604645, -0.13974393904209137, 0.09187629073858261, -0.5017510652542114, -0.42454060912132263, 0.1345532089471817, 0.4670608639717102, 0.4029451310634613, 0.17739436030387878, 0.3552229702472687, 0.259917289018631, 0.05589799955487251, 0.029114099219441414, 0.30621835589408875, 0.44078609347343445, 0.39884012937545776, 0.44072550535202026, 0.1834712028503418, -0.4036300778388977, 0.2269003838300705, -0.5917936563491821, -0.04925064370036125, 0.2678565979003906, 0.3794076442718506, -0.36999940872192383, 0.6516312956809998, -0.24558846652507782, 1.0002307891845703, 0.14270401000976562, -0.49565407633781433]"
Kamil Mazek,24,"RM,LM",RM,92,89,58,57,54,73,48,"[0.18724974989891052, -0.14057312905788422, -0.2772058844566345, -0.6418619155883789, 0.47049272060394287, -0.2413213849067688, -0.36281248927116394, -0.9050776958465576, 0.1806376427412033, -0.15777860581874847, 0.6278743147850037, -0.5649704337120056, -0.367484450340271, 0.4024085998535156, -0.11162960529327393, 0.7500296831130981, -0.7138110995292664, -0.17370067536830902, -0.24953950941562653, 0.0169261172413826, 0.827327311038971, -0.1477123498916626, -0.19093665480613708, 0.03091384284198284, -0.609666645526886, 0.6071407198905945, -0.3506716191768646, 0.8081294894218445, -0.4575037956237793, -0.49463555216789246, -0.6483686566352844, 0.2988671362400055, -0.585951030254364, -0.3082598149776459, 0.41782647371292114, -0.13454939424991608, 0.03829071298241615, -0.1214330643415451, 0.40165215730667114, -0.19920676946640015, 0.03163663297891617, 0.16723290085792542, -0.003855930408462882, 1.0395848751068115, -0.2061285823583603, -0.06455305218696594, -0.15641935169696808, -0.2008763551712036, -0.05817238986492157, -0.07190539687871933, 0.5390111804008484, 0.016079671680927277, 0.5160009264945984, 0.2688787579536438, 0.354105144739151, 0.5744466781616211, -0.3110411763191223, -0.8265005350112915, -0.0659540444612503, 0.6064568161964417, -0.781274139881134, 0.04841816797852516, 0.7117323875427246, -0.5127306580543518]"
David Vaughan,36,"CM,CDM",CM,33,33,62,68,59,50,58,"[-0.08300824463367462, -0.15134017169475555, 0.5034241080284119, -0.2124824970960617, 0.17571194469928741, -0.24128712713718414, 0.22556790709495544, -0.4686390161514282, 0.3678857088088989, -0.06546276807785034, 0.15509700775146484, 0.011276442557573318, 1.0038093328475952, 0.30629873275756836, 0.155945286154747, -0.3498612642288208, -1.1655778884887695, -0.0759052112698555, -0.28612425923347473, -0.1998218595981598, 0.10051368921995163, 0.6096943616867065, -0.6997062563896179, -0.14719244837760925, 0.32466164231300354, -0.5002123117446899, -0.27718982100486755, -0.06745892018079758, -0.4491404592990875, 0.22246043384075165, 0.062448542565107346, -0.41911470890045166, 0.12557463347911835, 0.6225461959838867, 0.0848202183842659, 0.4018350839614868, 0.5456121563911438, -0.3023976981639862, -1.0204719305038452, 0.508482813835144, -0.09861218929290771, 0.6083388328552246, -0.04906098172068596, 1.1253119707107544, 0.37511759996414185, 0.5272485613822937, -0.641948938369751, -0.6072555184364319, 0.03466247394680977, 0.23406612873077393, 0.17946812510490417, 0.9575349688529968, -0.13322998583316803, 0.055573899298906326, -0.1710481196641922, 0.47841882705688477, 0.18230371177196503, 0.13742756843566895, -1.0641143321990967, -0.08800286799669266, -0.5582618117332458, 0.33154231309890747, -0.1216689944267273, -0.739081621170044]"
Ethan Laird,17,"RB,LB,CB",RB,75,78,68,59,54,68,69,"[0.04061942175030708, -0.8250640034675598, 1.038095235824585, -0.48745205998420715, 0.41318950057029724, -0.4912637174129486, 0.08973316848278046, 0.0017548053292557597, -0.16889600455760956, -0.6805034875869751, 0.6680822968482971, 0.08260364085435867, 0.09108232706785202, 0.18898718059062958, 0.06606567651033401, 0.08669806271791458, -0.365804523229599, 0.17505010962486267, 0.5127097964286804, 0.49600526690483093, 0.4952196478843689, -0.06064186617732048, -0.9095175862312317, -0.5989900231361389, -0.4425916373729706, 0.6233432292938232, -0.7924404740333557, 0.44776174426078796, -0.5491226315498352, -0.5265362858772278, 0.16968049108982086, 0.5670987367630005, -0.3435777723789215, -0.14396624267101288, 0.20984365046024323, -0.38703322410583496, -0.015646107494831085, -0.22037222981452942, 0.3877163827419281, -0.27888551354408264, 0.5077849626541138, 0.23802131414413452, 0.20486676692962646, 0.5566392540931702, 0.014011899940669537, -0.366756409406662, -0.2797659635543823, 0.2997879385948181, -0.47767701745033264, 0.7619096040725708, -0.11529235541820526, 0.1175701916217804, 0.18998755514621735, 0.11727412045001984, -0.24493034183979034, -0.38714471459388733, -0.507870614528656, 0.23721401393413544, -0.7567959427833557, 0.43402308225631714, -0.6686238646507263, 0.317225843667984, 0.060499291867017746, -0.034312546253204346]"
Tyrese Campbell,19,ST,ST,79,78,59,58,63,63,74,"[0.7703314423561096, -0.6302739381790161, 0.7834035754203796, -0.6386207938194275, 0.360970139503479, -0.4115084707736969, 0.14204533398151398, 0.034705884754657745, 0.00208976399153471, -0.5523755550384521, 0.6380107402801514, 0.1843668669462204, 0.13011017441749573, 0.025833817198872566, -0.6566523313522339, 0.2642171382904053, -0.22610455751419067, 0.0838628038764, 0.2366294264793396, 0.566501796245575, 0.22953036427497864, -0.1508493274450302, -1.1883375644683838, -0.6974918246269226, -0.3960229158401489, 0.702789843082428, -0.7051158547401428, 0.31765615940093994, -0.41389229893684387, -0.20381352305412292, -0.17498207092285156, 0.6887390613555908, -0.751099169254303, 0.12845025956630707, 0.4374646842479706, -0.3546699583530426, -0.16987386345863342, -0.12118133902549744, -0.021055961027741432, -0.03251824900507927, 0.24866551160812378, 0.49201667308807373, 0.3297232985496521, 0.4082241952419281, -0.17660735547542572, -0.09650985896587372, -0.24266363680362701, 0.22578652203083038, -0.1832478791475296, 0.7200157642364502, 0.018096229061484337, 0.25840723514556885, 0.08712603151798248, -0.009514217264950275, -0.27113354206085205, 0.16390208899974823, -0.07211849093437195, 0.27696049213409424, -0.5339339375495911, 0.5521692037582397, -0.7818198800086975, 0.730169951915741, 0.2702186703681946, -0.04585772752761841]"
