full_name,positions,overall_rating,age,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Miles Welch-Hayes,"RB,LB",55,22,73,75,51,46,28,65,56,"[1.485365629196167, 1.304368019104004, 0.5494358539581299, -0.023724516853690147, -0.8380863666534424, 0.8088752031326294, -0.363431453704834, 0.23328843712806702, -0.3407948613166809, 0.510306179523468, -0.1969492882490158, 0.35871443152427673, 0.5758392214775085, 0.17248190939426422, -0.7655413150787354, -0.5370908975601196, -0.163537859916687, -0.2312728315591812, 0.3280218839645386, 0.678627610206604, 0.4537602961063385, 0.33136820793151855, 0.45351216197013855, 0.7272732257843018, 0.04989681392908096, -0.2501741647720337, -0.39875325560569763, -0.3458482623100281, 0.007775193080306053, 0.3157669007778168, 0.31752651929855347, -0.7882144451141357, -0.17167828977108002, 0.1869128793478012, 0.281506210565567, 0.7174252867698669, 0.9995463490486145, 0.6383194923400879, -0.023581841960549355, -0.5925387740135193, -0.42752471566200256, 0.1532420665025711, -0.24394239485263824, 1.6129364967346191, 0.18148353695869446, 0.02293591946363449, 0.38474294543266296, -0.5537042617797852, 0.8735125660896301, 0.44981738924980164, -0.0780855119228363, -0.1235153079032898, 0.3664926290512085, -0.27707019448280334, 0.05587637424468994, -0.8058286905288696, -0.013790722005069256, -0.03319728747010231, -0.3700890839099884, 0.15171948075294495, -0.6055907607078552, -0.23012080788612366, 1.4297823905944824, 0.6297034621238708]"
Kazuki Yamaguchi,"CF,ST",55,23,73,68,64,44,56,55,26,"[0.821306586265564, 0.8046389222145081, 1.2391711473464966, -0.8196979761123657, -0.0014666231581941247, -0.33023375272750854, 0.6541937589645386, 0.070879265666008, -0.3312980830669403, -0.0721660926938057, -0.4929288327693939, -0.4533167779445648, 0.11941272020339966, -0.3809655010700226, -0.15208640694618225, 0.34336283802986145, -0.3147541284561157, -0.2850593030452728, 0.47848156094551086, 0.17625971138477325, 0.22041736543178558, 0.27623018622398376, -0.1101621612906456, -0.4508149325847626, 0.6373258829116821, -0.49472469091415405, 0.5332529544830322, -0.4265974462032318, 0.22608600556850433, 0.10703552514314651, 0.6111276745796204, -0.5424938797950745, 0.2677581012248993, -0.36490729451179504, -0.40866586565971375, -0.0025847642682492733, -0.26181015372276306, 0.030324798077344894, 0.014393934980034828, 0.442192941904068, -0.041686952114105225, 1.2275948524475098, -0.26130589842796326, 0.6584905385971069, 0.33435359597206116, 0.9511690139770508, 0.4386999011039734, -0.12076374143362045, 0.3915001451969147, 0.34814608097076416, 0.23011627793312073, -1.0641921758651733, 1.3149759769439697, -0.08761937916278839, -0.8359044194221497, -0.46512487530708313, 1.0984351634979248, -0.5601851940155029, 0.4322248697280884, 0.525415301322937, -0.8617019653320312, 0.183330699801445, -0.034184619784355164, 0.8164321780204773]"
Dario Marzino,GK,55,22,43,47,12,24,16,42,62,"[1.1291346549987793, 1.9658206701278687, 0.24146229028701782, 0.10341217368841171, -0.5997512340545654, 0.06789495795965195, 0.7165006399154663, 0.46552109718322754, -0.13139626383781433, 0.43331965804100037, 0.2784445881843567, 0.32724857330322266, -0.727051317691803, -0.19447147846221924, 0.0761982798576355, -0.36145728826522827, 0.2461489737033844, -0.3005489110946655, -0.14156509935855865, -0.11028506606817245, -0.837018609046936, 1.1255909204483032, 0.677649974822998, -0.038416992872953415, 0.7556401491165161, 0.13495801389217377, 0.44857820868492126, 0.10350686311721802, -0.1071561947464943, 0.11118951439857483, 0.13037025928497314, 0.016370663419365883, 0.04186081513762474, -0.9346173405647278, -0.7835066914558411, 0.7721981406211853, 0.27197265625, -0.48338285088539124, -0.8541571497917175, 0.45651599764823914, 0.09741654247045517, 0.6309981346130371, -1.1461505889892578, 0.5101191997528076, 1.1628022193908691, -0.03670896589756012, 0.5706226825714111, -0.8012053370475769, 0.6279593110084534, 0.4100508689880371, -0.29121121764183044, 0.2935040593147278, 0.8739157319068909, 0.4357854425907135, 1.2298212051391602, 0.33882278203964233, 0.8516728281974792, -0.5007670521736145, 0.716193437576294, 0.3299558460712433, 0.19684454798698425, 0.4456018805503845, -0.009439785964787006, 0.5992565751075745]"
Isaac Hutchinson,CAM,55,18,72,73,54,55,49,65,48,"[0.9498592019081116, 1.3890751600265503, 0.5200867652893066, 0.38844630122184753, -0.6814338564872742, 0.2356608510017395, -0.5704602003097534, -0.40033096075057983, 0.7553367614746094, 0.35556459426879883, -0.39176881313323975, 0.13690237700939178, -0.20604084432125092, 0.023996608331799507, 0.2397187352180481, -0.5998031497001648, 0.4601391553878784, 0.00843619555234909, 0.8482547402381897, 0.1575476974248886, 0.4189865291118622, -0.10306529700756073, 0.31453925371170044, 0.21110282838344574, 0.23413535952568054, -0.14572739601135254, -0.4626573622226715, 0.2585095763206482, -0.36207637190818787, -0.06640050560235977, -0.0793357565999031, -0.4266836643218994, -0.3658776581287384, -0.4667949676513672, -0.6582754254341125, 0.8155696392059326, 0.4113192558288574, -0.21525569260120392, -0.3517398536205292, -0.17595931887626648, -0.10037025809288025, 0.06876366585493088, 0.06331315636634827, 0.693481981754303, 0.22807824611663818, -0.31602901220321655, 0.5196317434310913, -0.21171347796916962, 0.5762127041816711, 1.1249892711639404, -0.2582174837589264, -0.8316603899002075, 0.35104575753211975, 0.21752461791038513, -0.2193349450826645, -0.16668111085891724, 0.34987738728523254, -0.3681156635284424, 1.400607705116272, -0.41715994477272034, -1.188492774963379, 0.43104690313339233, 0.23331008851528168, -0.8256109952926636]"
Enes Kuc,"CAM,LM",55,22,69,66,57,58,48,55,62,"[0.4182049334049225, 0.6755048036575317, -0.09764690697193146, -0.5322626829147339, 0.45251014828681946, 0.06027737259864807, 0.9935777187347412, 0.44518014788627625, -0.0035270622465759516, 0.4110640287399292, -0.897269070148468, 0.8969218730926514, -0.4706636667251587, -0.184843048453331, 0.17193302512168884, -0.7279753684997559, 1.3116364479064941, -0.5361144542694092, 0.2320893406867981, 0.30834415555000305, -0.6621297001838684, 0.7266214489936829, -0.38196367025375366, 0.9434415102005005, 0.29130837321281433, 0.8470465540885925, 0.8294532895088196, 0.056890662759542465, -0.1985500454902649, 0.5831936597824097, 0.3654525578022003, -0.22877442836761475, -0.430228054523468, -0.28833630681037903, 0.27813225984573364, 0.21160633862018585, 0.15818087756633759, -0.3621715307235718, -0.47310322523117065, 0.6919456124305725, 0.30165567994117737, 0.5942520499229431, 0.4674193561077118, 0.03049549087882042, 0.2953239679336548, 0.34798866510391235, -0.005564035847783089, -0.4161948263645172, 1.2570264339447021, 0.9485102891921997, 0.12694787979125977, -0.5498200058937073, 1.0331605672836304, 0.3485238552093506, -0.26855388283729553, -1.2283531427383423, 0.7009913921356201, 0.35988324880599976, 0.20935103297233582, -0.1653928905725479, 0.16422080993652344, -0.8380715250968933, 0.17646968364715576, -0.9164371490478516]"
Luca Gelzleichter,ST,55,18,67,42,60,55,58,33,39,"[0.5889502167701721, -0.22537581622600555, 0.7901517748832703, -0.6357339024543762, -0.005544107872992754, -0.2233218550682068, -0.08055615425109863, -0.599510669708252, -0.15454214811325073, 0.5541173219680786, 0.015425030142068863, 0.6666985750198364, -0.5681615471839905, -0.39926478266716003, -0.12260078638792038, -0.007539869751781225, 0.12885832786560059, -0.7540713548660278, 0.2203208953142166, 0.7817485928535461, -0.4112739562988281, 0.11834288388490677, 0.16241572797298431, -0.20549803972244263, 0.46155351400375366, 0.2023511677980423, 0.7371581196784973, 0.13439668715000153, -0.05579226464033127, 0.4945978820323944, 0.28003519773483276, -0.22921259701251984, 0.08285126090049744, -0.31194570660591125, 0.4177008271217346, 0.43603941798210144, 0.23151351511478424, 0.07956597208976746, 0.14382275938987732, -0.11886399984359741, -0.0026732294354587793, 1.1564472913742065, -0.4905812442302704, 0.864050030708313, -0.30755576491355896, 0.13971996307373047, 0.5849583745002747, -0.5336618423461914, 0.40899658203125, 0.7671352028846741, 0.4645553231239319, -0.6131705641746521, 0.9230282306671143, -0.23388530313968658, 0.30234798789024353, -0.8154053092002869, 0.6349828839302063, 0.3483029901981354, 0.4376930892467499, 0.13763155043125153, 0.20455513894557953, -0.7026113271713257, 0.07613863050937653, -0.28463253378868103]"
Nico Ochojski,CDM,55,20,61,56,44,59,31,53,55,"[1.732224941253662, 0.8626338243484497, 0.48233896493911743, -0.7413473725318909, 0.17655904591083527, 0.5161833167076111, -0.22094868123531342, 0.0712532326579094, -0.09499943256378174, 0.47525545954704285, -0.13750173151493073, 0.10926614701747894, -0.16782453656196594, -0.745844304561615, 0.6705529689788818, -0.3167281746864319, 0.5581426024436951, 0.6193678379058838, 1.2586312294006348, 0.6546326279640198, 0.2932344079017639, 0.37662121653556824, 0.7001960277557373, -0.506761372089386, 0.05340083688497543, 0.7803140878677368, -0.0023428197018802166, 0.17608921229839325, 0.14149941504001617, -0.2906450629234314, 0.6464483141899109, -0.726362407207489, -0.6547194123268127, -0.835737943649292, -0.3072522282600403, 0.09225412458181381, 0.6962730884552002, -0.08296959847211838, -0.5192615389823914, 0.8023672103881836, 0.7064700126647949, -0.09466639906167984, 1.4467171430587769, 0.7816957831382751, 0.24116647243499756, -0.4584706425666809, 0.5092769861221313, 0.07114333659410477, 0.7887057065963745, 0.3207489252090454, 0.5046724081039429, 0.12459919601678848, 1.1232388019561768, -0.19731280207633972, 0.28924503922462463, -0.8168075680732727, 0.780878484249115, 0.4063228368759155, 0.39865097403526306, 0.6583747863769531, -0.2482157051563263, -0.21039694547653198, 0.07481031864881516, -0.3632883131504059]"
Xiao Yu Feng,CB,55,24,60,60,26,32,23,57,65,"[1.2564301490783691, 1.053581714630127, 0.2637966573238373, -0.2682340741157532, 0.9461548328399658, 0.32704031467437744, -0.04196068271994591, 0.02076251059770584, -0.6726284027099609, 0.436894029378891, -0.1260240375995636, -0.22332382202148438, -0.07199043780565262, 0.016003012657165527, 0.331392765045166, -0.06831498444080353, 0.42630502581596375, 0.43012702465057373, 0.4443480670452118, 0.41254350543022156, -0.3239839971065521, -0.10656346380710602, 0.19588367640972137, -0.006920099724084139, 0.18409904837608337, 0.347749263048172, 0.024345243349671364, -0.4452359676361084, 0.2899632453918457, 0.09779957681894302, 0.3941648006439209, -0.17241477966308594, -0.6134952306747437, 0.27415481209754944, -0.5627560019493103, -0.22240795195102692, 0.40976372361183167, 0.6613094210624695, 0.16608253121376038, -0.6784517168998718, -0.7318373322486877, 0.825685441493988, 0.09435231238603592, 0.7250702977180481, 0.08477684110403061, 0.20188254117965698, 0.028128961101174355, -0.9776601195335388, 0.5883207321166992, 0.07978242635726929, 0.7504830956459045, -0.11077768355607986, 0.9528385996818542, -0.4887193441390991, 0.8660919070243835, 0.1230863705277443, 0.9281035661697388, -0.08111411333084106, 0.1906300038099289, -0.4773240089416504, -0.2773500978946686, -0.668327271938324, -0.0213808361440897, 0.14612486958503723]"
Edvin Crona,ST,55,19,58,65,47,44,58,58,71,"[2.175276517868042, 0.6514512300491333, 0.6954400539398193, -0.45661911368370056, -0.5765852928161621, -0.5968289375305176, 0.30407199263572693, 0.1160174012184143, -0.3272543251514435, 0.4227396249771118, -0.1735296994447708, 0.5193792581558228, -0.36154496669769287, 0.6821034550666809, -0.06294039636850357, -0.6503674983978271, 1.0478131771087646, -0.936740517616272, 0.029444599524140358, 0.6580525040626526, -0.41472718119621277, 0.7590380907058716, -0.6799009442329407, 0.6805728673934937, -0.06768501549959183, 0.5634415745735168, 0.14477914571762085, -0.7457848191261292, 0.4568954408168793, -0.16703882813453674, 0.23675915598869324, -1.1298223733901978, -0.47947368025779724, -0.883651077747345, -0.3270762860774994, 1.2192561626434326, -0.20937475562095642, 0.23502421379089355, 0.22318895161151886, -0.05537634342908859, -0.03265068307518959, 0.5275635719299316, -0.5922953486442566, 0.580714762210846, 1.1358808279037476, 0.18388091027736664, -0.0022484618239104748, -0.07495655864477158, 0.2936192750930786, -1.0303705930709839, -0.6425579190254211, -0.22105367481708527, 1.5116277933120728, -0.3483840525150299, 0.26793622970581055, -0.4499454200267792, 0.546265721321106, -0.034848302602767944, 1.1864359378814697, -0.8381465673446655, 0.2858107388019562, -0.22563380002975464, -0.5713890194892883, 0.15211541950702667]"
Andrew Nelson,ST,55,21,65,67,48,48,55,62,75,"[1.5696505308151245, 0.13196814060211182, -0.19011878967285156, 0.24272625148296356, -0.13053829967975616, -0.4868153929710388, -0.02070859633386135, -0.6453143358230591, 0.1061113104224205, 0.5804437398910522, 0.12187187373638153, 0.19843770563602448, -0.5131375789642334, -0.01944999024271965, 0.6558482646942139, 0.12650781869888306, 0.5062262415885925, -0.09195602685213089, 0.43193313479423523, 0.001230333698913455, -0.45929229259490967, 0.2035045027732849, -0.044160619378089905, 0.6617957353591919, 0.7569517493247986, -0.14063499867916107, -0.13709865510463715, 0.7085375785827637, -0.20912086963653564, -0.020549360662698746, 0.27345290780067444, -0.08290232717990875, 0.08631513267755508, -0.06634717434644699, 0.0007629765314050019, -0.3006754517555237, 0.7750205993652344, 0.3497212827205658, -0.6378222107887268, -0.1016223281621933, -0.6385138034820557, 1.2743017673492432, -0.07904102653265, 0.3305138647556305, 0.14259599149227142, -0.39754512906074524, 0.49823397397994995, -0.17435330152511597, 0.5728799104690552, 0.10019005835056305, 0.31594759225845337, -0.6522567868232727, 0.19481118023395538, 0.1461632400751114, 0.22532382607460022, 0.24136972427368164, 0.5623899698257446, -0.4880139231681824, 0.8246291279792786, -0.3639524281024933, -0.26385122537612915, -0.5536937117576599, -0.5789032578468323, 0.055279407650232315]"
Riccardo Piscitelli,GK,55,25,17,17,10,17,6,25,55,"[0.5067104697227478, 1.4371930360794067, 0.42201876640319824, -0.5834037065505981, -0.5583040118217468, 0.4997285306453705, 0.37279048562049866, 0.5448917150497437, -0.8092145919799805, -0.1445276439189911, 0.05869624391198158, -0.13573099672794342, 0.37700027227401733, 0.5060563087463379, 0.09781746566295624, -0.3008137047290802, 0.31354212760925293, -0.2186243236064911, 0.23777234554290771, 0.21200168132781982, -0.31231483817100525, -0.13059352338314056, -0.3461076021194458, 0.07499441504478455, 0.37228062748908997, 0.5696036219596863, 0.08977291733026505, 0.10968013852834702, -0.4236679673194885, 0.12256865203380585, 0.7346868515014648, -0.9739359021186829, -0.1111367866396904, -0.5037868022918701, 0.22112277150154114, 0.7204716205596924, 0.11808144301176071, 0.016110530123114586, -0.13779222965240479, 0.3562460243701935, -0.0926114022731781, 0.7780454158782959, 0.5439872741699219, 0.8319297432899475, 0.4144385755062103, -1.1020551919937134, 0.560257613658905, -0.5792770981788635, 0.3361397683620453, 0.09631170332431793, -0.33825862407684326, 0.11587453633546829, 0.6654019355773926, 0.11803845316171646, 0.22576811909675598, -0.38097912073135376, -0.1593865603208542, -0.6146541237831116, 0.4994240999221802, 0.44328147172927856, -0.4151213765144348, -0.3010309040546417, -0.02562776394188404, -0.1237000823020935]"
Jhon Arias,RW,55,21,82,79,48,53,56,45,45,"[0.8327198028564453, 0.08537939935922623, 1.3038747310638428, 0.0363323800265789, -0.6309053301811218, -0.31706151366233826, -0.056698210537433624, 0.23026607930660248, 0.04835790395736694, 0.5946556925773621, -0.6784157156944275, 0.679146945476532, -0.48872849345207214, -0.5023819804191589, 0.20800068974494934, 0.4681108593940735, -0.23329764604568481, -0.43516603112220764, 0.05089682340621948, 0.16252517700195312, 0.1791560798883438, 0.18455134332180023, 0.0900457501411438, 0.9143234491348267, 1.0535614490509033, -0.07007500529289246, -0.10161705315113068, 0.5727101564407349, 0.11453057080507278, -0.9772213101387024, 0.11478125303983688, 0.4652062654495239, -0.0991029366850853, -0.547275960445404, -0.11760390549898148, 0.6440312266349792, -0.2707674503326416, 0.6717028021812439, -0.5657394528388977, 0.15035298466682434, -0.299597829580307, 0.1475827991962433, -0.09374219924211502, 0.8129380941390991, 0.5955294370651245, 0.27862370014190674, -0.19857102632522583, -0.3194655776023865, 0.31106480956077576, -0.5078627467155457, -0.4387661814689636, 0.27770307660102844, 0.4667218029499054, -0.306994765996933, 0.2356804758310318, -0.6490218043327332, 0.991802990436554, -0.3789772391319275, 0.022317897528409958, 0.3942663073539734, -0.4006994366645813, -0.7586653232574463, -0.3854092061519623, 0.7953190207481384]"
Leon Davies,RB,55,19,81,75,53,48,27,67,56,"[1.159924864768982, 0.7203201055526733, 0.9388923048973083, -0.009803781285881996, -0.20825374126434326, -0.3998839557170868, 0.06084522604942322, -0.17224948108196259, 0.7078264355659485, 0.26910609006881714, -0.14961564540863037, -0.03482971712946892, -0.013741408474743366, 0.15968011319637299, -0.03231959789991379, 0.06180905923247337, 0.25797027349472046, 0.0025034495629370213, 0.5283445119857788, 0.9831337332725525, -0.07018790394067764, -0.23649626970291138, 0.18709386885166168, 0.4463094174861908, 0.003904246259480715, -0.059108372777700424, -0.6143360137939453, 0.224751815199852, 0.03305117413401604, 0.42933985590934753, -0.5094192624092102, -0.2335539162158966, -0.6574509739875793, -0.3849650025367737, 0.7202593684196472, 0.6700417399406433, 0.02272081933915615, -0.2921365201473236, 0.22107672691345215, 0.2419704794883728, -0.1330065131187439, 0.5274054408073425, -0.020951775833964348, 1.0316261053085327, 0.2058306336402893, -0.2440745234489441, -0.052826255559921265, -0.36025574803352356, 1.2161056995391846, 0.324270635843277, 0.054324861615896225, -0.5461405515670776, 0.49694183468818665, -0.5546666383743286, 0.07921160012483597, -0.6615695953369141, -0.08380576223134995, -0.42805734276771545, 0.3587455451488495, -0.06433246284723282, -0.3964865505695343, -0.40407660603523254, 0.7165752649307251, 0.40845510363578796]"
Sadou Diallo,"CM,CDM",55,19,64,63,56,63,51,64,63,"[0.5148154497146606, 0.6772496700286865, 0.24647869169712067, 0.18364423513412476, -0.868682324886322, 1.019426941871643, 0.17673709988594055, 0.19335374236106873, -0.5390189290046692, 0.5363225340843201, -0.3856651186943054, -0.20930762588977814, 0.7403115034103394, 0.37935957312583923, 0.36279720067977905, -0.0007481112843379378, 0.4255596995353699, -0.319118857383728, 0.07854810357093811, 0.37880662083625793, -0.27184462547302246, 0.3088846504688263, -0.1336541473865509, 0.24901050329208374, 0.8328470587730408, 0.551094114780426, 0.2863830029964447, -0.22318479418754578, -0.04137254133820534, -0.0771162211894989, 0.44110703468322754, 0.0745156779885292, -0.20489053428173065, -0.8007938265800476, -0.4045849144458771, 0.41207969188690186, 0.6375741362571716, 0.174668550491333, 0.13530032336711884, 0.761989951133728, 0.21226395666599274, 0.0613788403570652, -0.2172422707080841, 1.0373467206954956, 0.15918301045894623, -0.12486746907234192, 0.9830533862113953, -0.7035601139068604, 0.6554394364356995, 0.07580222189426422, 0.25315195322036743, -0.40311262011528015, 0.780635416507721, 0.6862616539001465, 0.3610232174396515, -0.27715784311294556, 0.4598521292209625, 0.13756994903087616, 0.08867475390434265, 0.6518191695213318, -0.03339952975511551, -0.3474300503730774, 0.2101903259754181, 0.3849339187145233]"
Amar Hodzic,ST,55,19,65,62,47,41,58,45,70,"[1.3252109289169312, 0.40180155634880066, 0.5220775604248047, -0.3118552267551422, -0.4657220244407654, -0.21544651687145233, -0.06840050965547562, 0.09426755458116531, -0.6316056251525879, 0.5535047054290771, -0.7849412560462952, 1.4191737174987793, 0.18473702669143677, -0.2149963527917862, 0.16830970346927643, -0.8367994427680969, 0.5124030709266663, -0.8406587243080139, 0.40845775604248047, 0.5633593797683716, -0.6226865649223328, 1.2411671876907349, -0.44041553139686584, 0.3864235281944275, -0.00298922136425972, -0.18077452480793, 0.021168285980820656, 0.17924636602401733, -1.267189860343933, 0.2818857431411743, -0.03131251782178879, 0.3003990054130554, 0.15826599299907684, -1.1419200897216797, -0.4479241371154785, 0.41802141070365906, -0.22120031714439392, -0.058401647955179214, -1.1499258279800415, -0.06664899736642838, -0.24055275321006775, -0.11073210090398788, -0.1411578208208084, 1.0951288938522339, 0.19342270493507385, 0.15626242756843567, 0.024844562634825706, -0.00580619927495718, 0.06366837024688721, -0.05289342254400253, 0.019012806937098503, -1.3715238571166992, 0.823422908782959, 0.014133145101368427, 0.20439080893993378, -0.5619667172431946, -0.08635207265615463, -0.17984996736049652, 0.47050660848617554, -1.048696756362915, -1.2756562232971191, -0.5703538656234741, 0.5249847173690796, -0.07251454144716263]"
Matias Leiva Arancibia,ST,55,19,67,71,55,41,58,54,47,"[1.453768014907837, 0.950169026851654, -0.07332184910774231, -0.047426119446754456, -0.35460367798805237, 0.862606942653656, 0.4542877972126007, 0.5259398818016052, -1.9090673923492432, 0.730437159538269, -0.7100381851196289, -0.4797602593898773, -0.7555612325668335, 0.12923133373260498, -0.02139781415462494, -0.48579615354537964, 0.8437554240226746, 0.07654376327991486, 0.23439428210258484, 0.3979641795158386, 0.028408370912075043, -0.017435632646083832, -0.6606140732765198, -0.5947545170783997, 0.8474524021148682, -0.006808367557823658, 0.12584251165390015, -0.19507217407226562, -0.3918483555316925, -0.5164077877998352, -0.12496161460876465, 0.1259426772594452, -0.10099185258150101, -0.7585635781288147, 0.4388992488384247, 0.4615633487701416, 0.3325345516204834, 0.05721592158079147, -1.0107035636901855, 0.6279894709587097, 0.8055552840232849, 0.96929532289505, -1.085026502609253, 0.2734247148036957, 0.3472262918949127, 0.13347966969013214, 0.8412469029426575, -0.015332166105508804, 1.264582872390747, -0.4158942401409149, 0.39514604210853577, 0.2765800654888153, 1.0123616456985474, 0.07716520130634308, 0.4364781379699707, 0.23365972936153412, 0.3909052014350891, 0.15473215281963348, 0.548454761505127, 0.5496185421943665, 0.42753899097442627, -0.8042759895324707, -0.02405991405248642, -0.055735718458890915]"
Franck Bahi,LB,55,19,76,78,61,42,36,56,48,"[1.171120524406433, 0.6447741985321045, 0.06073087826371193, -0.11596733331680298, -0.18827320635318756, -0.355609267950058, 0.46411147713661194, -0.27241796255111694, 0.8068196773529053, 0.7805726528167725, 0.4227277636528015, 0.07047032564878464, -0.13074176013469696, 0.6542910933494568, 1.0689730644226074, -0.9081193208694458, -0.6262692213058472, -0.6687101721763611, 0.0631457194685936, 0.047671712934970856, 0.2561367452144623, -0.3717710077762604, 0.4532378315925598, 0.15386457741260529, 0.31388723850250244, 0.026803629472851753, -0.27941039204597473, -0.35100385546684265, -0.13709227740764618, -0.06785711646080017, -0.30350548028945923, 0.6574825048446655, 0.5378711819648743, -0.1856054812669754, 0.02953457459807396, 0.2666769027709961, 0.2068464607000351, 0.23685598373413086, -0.5283945798873901, 0.1825101375579834, 0.22656449675559998, 1.137128233909607, -0.15771518647670746, 0.4668109118938446, 0.46419647336006165, -0.13853226602077484, 0.7167556285858154, -0.3138138949871063, 0.6048373579978943, 0.3865761160850525, -0.15376463532447815, -0.1949722319841385, 0.1576181948184967, -0.5280517339706421, 0.35621538758277893, -0.3281457722187042, 0.925234317779541, 0.4412781894207001, 0.38477110862731934, 0.33183372020721436, -0.1223934218287468, -0.20166929066181183, 0.3576126992702484, -0.36865806579589844]"
Mohammed Attiyah,"CM,LM",55,26,70,45,56,58,57,65,68,"[1.221441388130188, 0.7976223826408386, 0.32112088799476624, -0.45832064747810364, 0.1842454969882965, -0.03736485540866852, 0.37644052505493164, 0.3150165379047394, -0.12996086478233337, 0.07082346826791763, -0.5060039758682251, 0.6819220781326294, 0.2112523764371872, -0.16953706741333008, 0.8543183207511902, 0.30912312865257263, 0.05016384646296501, 0.13841882348060608, 0.3397686779499054, -0.3780757486820221, -0.45919856429100037, -0.15206386148929596, 0.7913795113563538, 0.8880681991577148, 0.7902668714523315, 0.4910864531993866, 0.40822988748550415, -0.03884892910718918, -0.8483304977416992, 0.7368787527084351, 0.23928052186965942, -0.3757806122303009, -0.5500409603118896, 0.1534772664308548, 0.39816638827323914, -0.019421624019742012, -1.1325953006744385, 0.4988965392112732, -0.07178279757499695, -0.307696670293808, 0.5884543061256409, 0.7052578330039978, -0.6039632558822632, 0.1915009319782257, 1.0365701913833618, 0.7258280515670776, 0.21992897987365723, -0.19295819103717804, 1.0259475708007812, 0.2100365161895752, -0.4789014458656311, -0.6926312446594238, -0.0790252834558487, -0.265678346157074, 0.6395624876022339, -0.27854347229003906, 0.20390477776527405, -0.5196317434310913, -0.05376768484711647, 0.6545583605766296, 0.2357717901468277, -0.497028112411499, -0.5381467342376709, -0.6704068779945374]"
Gao Mu Zhang Ren,ST,55,21,68,69,52,44,61,93,60,"[1.6745367050170898, 1.0649142265319824, 1.1220630407333374, -1.046373724937439, -0.6859843134880066, -0.02359114959836006, 0.3109869956970215, -0.5307730436325073, -0.12282323092222214, 0.36415818333625793, -0.5983518958091736, 0.2752764821052551, -0.5344658493995667, -0.11130096018314362, 0.2704135775566101, -0.10883583128452301, -0.14549241960048676, -0.015140118077397346, 0.8792670369148254, -0.25198131799697876, 0.6321288347244263, 0.5890893340110779, 0.05144738405942917, 0.25181901454925537, -0.04385872557759285, 0.046356480568647385, -0.4520164132118225, -0.28002431988716125, 0.3780114948749542, 0.12621918320655823, 0.34137219190597534, -0.3972606956958771, -0.383596807718277, -0.34153926372528076, 0.46197962760925293, 0.3913523554801941, 0.222502663731575, 0.046163249760866165, -0.31119465827941895, -0.16069889068603516, -0.9260134100914001, 0.9283745884895325, -1.0806905031204224, -0.06007318198680878, 0.6863651275634766, 1.0699372291564941, 0.5302799940109253, -0.11711616069078445, 0.35254672169685364, 0.15278851985931396, 0.6446530222892761, 0.05967830494046211, 1.4947136640548706, -0.21299532055854797, -0.43149301409721375, -0.9772884845733643, 1.575714349746704, 0.0880708396434784, 0.9737221002578735, -0.24118538200855255, -0.49772024154663086, 0.25636008381843567, 0.787724494934082, 0.4231172800064087]"
Liu Yue,"LM,CAM",55,21,73,70,52,54,53,61,41,"[1.6659568548202515, 0.9422813057899475, 1.2553211450576782, -0.25733157992362976, 0.7273250818252563, 0.09282071888446808, 0.14810259640216827, 0.7816376090049744, -0.02691841498017311, 0.2071373611688614, -0.2195478230714798, -0.27893730998039246, 0.21341919898986816, 0.1140456572175026, -0.7391862273216248, 0.404127836227417, 0.6163628697395325, 0.43819424510002136, 0.21618814766407013, -0.46125510334968567, 0.1394156813621521, 0.8329466581344604, -0.09829479455947876, -0.03898674249649048, 0.520828902721405, 0.20856615900993347, 0.3001100718975067, 0.1355573534965515, -0.4895078241825104, -0.6970688104629517, -0.42610400915145874, 0.3006104826927185, -0.4664585590362549, -0.7095655798912048, 0.017785999923944473, 0.3747299015522003, 0.3689018487930298, 1.5989447832107544, 0.03822280839085579, 0.6084326505661011, 0.29443466663360596, 0.08365405350923538, -0.008104905486106873, 0.37245824933052063, 0.7415143251419067, -0.1182473748922348, -0.03196839988231659, -0.5565571188926697, 0.6791974306106567, 0.710934042930603, -0.2994590103626251, -0.9207393527030945, 0.47597089409828186, -0.4007658064365387, 0.6988622546195984, 0.1953633427619934, 1.0333634614944458, 0.07420898973941803, 0.7569103837013245, -0.6917943954467773, -0.5528528094291687, -0.055637191981077194, 0.2973501682281494, -0.4359249770641327]"
